text,agenda,question
что бы вы выбирать отдых на пляж или путешествие с приключение?,Вопрос,1
что бы вы выбирать быть в команда мститель или в лига справедливость?,Вопрос,1
что бы вы выбирать сниматься в реалитишоу про любовь или про приключение?,Вопрос,1
что бы вы выбирать иметь особенный музыкальный тема для свой жизнь или саундтрек постоянно играть на задний план?,Вопрос,1
что бы вы выбирать становиться супергерой или хороший в мир повар?,Вопрос,1
что бы вы выбирать участвовать в олимпийский игра или снимать фильм номинировать на «оскар»?,Вопрос,1
что бы вы выбирать спеть караоке с начальник отдел или принимать участие в групповой звонок с генеральный директор и ваш родитель?,Вопрос,1
если бы вы приходиться жить в видеоигра какой бы вы выбирать?,Вопрос,1
если бы вы мочь обладать какойнибудь суперспособность то какой именно?,Вопрос,1
какой один слово вы хотеть бы убирать из словарь?,Вопрос,1
если бы вы мочь становиться животное кто бы вы быть?,Вопрос,1
если бы вы смочь управлять один из стихия воздух вода земля или огонь какой бы вы выбирать и почему?,Вопрос,1
если бы вы приходиться жить в диснеевский фильм какой бы вы выбирать?,Вопрос,1
если бы вы мочь посылать сообщение весь мир то какой?,Вопрос,1
если бы вы мочь посмотреть лишь один фильм до конец жизнь какой это быть бы фильм?,Вопрос,1
если бы вы мочь слушать только один альбом до конец жизнь то какой?,Вопрос,1
если бы вы быть картофель как бы вы хотеть быть приготавливать?,Вопрос,1
у вы быть минута чтобы составлять план действие в случай зомбиапокалипсис,Вопрос,1
какой ваш любимый местный ресторан и почему?,Вопрос,1
что вы всегда хотеть сделать но пока не сделать? и почему не сделать?,Вопрос,1
когда вы в последний раз делать чтото впервые?,Вопрос,1
что вы делать для борьба со стресс?,Вопрос,1
какой быть самый невероятный событие который происходить с вы в другой страна?,Вопрос,1
рассказывать о себя чтонибудь такой что удивлять бы даже тот человек который вы знать,Вопрос,1
какой событие в жизнь заставлять вы изменять ваш система ценность,Вопрос,1
