"text","agenda","hi_th_command"
признательный,Благодарность,3
пропадать,Благодарность,3
мочь помогать,Благодарность,3
это забывать,Благодарность,3
благодарить судьба посылать замечательный человек,Благодарность,3
причитаться,Благодарность,3
благодарить забывать это,Благодарность,3
спасибо преогромный сомнение ваш поступок забывать,Благодарность,3
невозможно выражать слово благодарный …,Благодарность,3
очень признательный,Благодарность,3
вельми понеже премного благодарный древний русский,Благодарность,3
спасибо уважать поступок человек,Благодарность,3
помогать,Благодарность,3
ваш услуга участие неоценимый,Благодарность,3
огромный спасибо …,Благодарность,3
спасибо протягивать рука помощь,Благодарность,3
благодарить добросовестный отношение ко,Благодарность,3
благодарный,Благодарность,3
вовремя помогать помогать,Благодарность,3
спасибо ваш старание стремление,Благодарность,3
спасать бог господь,Благодарность,3
вовремя подвертываться посылать бог,Благодарность,3
премного благодарный,Благодарность,3
очень помогать,Благодарность,3
выражать слово весь,Благодарность,3
мочь передавать благодарность слово,Благодарность,3
ваш должник,Благодарность,3
выручать,Благодарность,3
очень везти обращаться,Благодарность,3
принимать искренний глубокий благодарность,Благодарность,3
искренне весь душа помнить день,Благодарность,3
благодарность предел,Благодарность,3
выражать свой признательность,Благодарность,3
большой спасибо,Благодарность,3
очень признательный,Благодарность,3
хватать слово выражать свой благодарность,Благодарность,3
забывать ваш участие,Благодарность,3
ваш помощь оказываться очень кстати,Благодарность,3
благодарный содеять,Благодарность,3
выражать слово благодарность,Благодарность,3
премного благодарный,Благодарность,3
человек,Благодарность,3
благодарить,Благодарность,3
сказать спасибо,Благодарность,3
спасибо сказать,Благодарность,3
спасибо,Благодарность,3
благо дарить,Благодарность,3
спасибо быстро отвечать — знать сказать,Благодарность,3
благодарить внимание,Благодарность,3
спасибо,Благодарность,3
благодарить,Благодарность,3
дарить благо,Благодарность,3
thank,Благодарность,3
спасибо несмотря боль,Благодарность,3
сказать « спасибо » человек причинять боль,Благодарность,3
сказать « спасибо » читать поперек вдоль,Благодарность,3
галактика женщина спасибо воспитание,Благодарность,3
спасибо хлеб намазывать пояс заправлять водка название маленький рубль огромный спасибо,Благодарность,3
душа черно способный выдавливать простой « спасибо »,Благодарность,3
сказать « спасибо » научать говорить « спасибо »,Благодарность,3
разбивать сердце спасибо,Благодарность,3
счастие — это твой жизнь человек который мочь сказать сердечный « спасибо »,Благодарность,3
спасибо папа вжаривать,Благодарность,3
пока сказать « спасибо » человек причинять боль,Благодарность,3
бесконечно благодарный существовать,Благодарность,3
спасибо пусть,Благодарность,3
благодарить главное,Благодарность,3
thanks,Благодарность,3
təşəkkürlər,Благодарность,3
faleminderit,Благодарность,3
አመሰግናለሁ,Благодарность,3
شكرًا,Благодарность,3
شكرًا,Благодарность,3
dankie,Благодарность,3
eskerrik asko,Благодарность,3
дзякуй,Благодарность,3
ধন্যবাদ,Благодарность,3
ကျေးဇူးပါ ။,Благодарность,3
благодаря,Благодарность,3
hvala,Благодарность,3
diolch,Благодарность,3
kösz,Благодарность,3
thanks,Благодарность,3
mahalo,Благодарность,3
mèsi,Благодарность,3
grazas,Благодарность,3
ευχαριστώ,Благодарность,3
მადლობა,Благодарность,3
આભાર,Благодарность,3
mòran taing,Благодарность,3
tak,Благодарность,3
tank,Благодарность,3
ngiyabonga,Благодарность,3
תודה,Благодарность,3
daalụ,Благодарность,3
א דאנק,Благодарность,3
terima kasih,Благодарность,3
go raibh maith agat,Благодарность,3
takk,Благодарность,3
gracias,Благодарность,3
grazie,Благодарность,3
ṣeun,Благодарность,3
рахмет,Благодарность,3
ಧನ್ಯವಾದಗಳು,Благодарность,3
gràcies,Благодарность,3
murakoze,Благодарность,3
рахмат,Благодарность,3
謝 謝,Благодарность,3
谢 谢,Благодарность,3
добро благодарность ждать —,Благодарность,3
бесконечно благодарный существовать,Благодарность,3
благодарность быстро стареть,Благодарность,3
принимать благодеяние благодарность уплачивать первый взнос,Благодарность,3
благодарить господин жизнь который сей пора абсолютно чудесный,Благодарность,3
благодарить благодарить,Благодарность,3
спасибо господи каждый новый день,Благодарность,3
благодарить уметь благодарить,Благодарность,3
благодарить … способность дар,Благодарность,3
благодарить … рожать,Благодарность,3
благодарить каждый лепесток,Благодарность,3
благодарить часто вверх смотреть,Благодарность,3
благодарить … требовать взамен …,Благодарность,3
благодарить конец …,Благодарность,3
благодарить,Благодарность,3
спасибо милый,Благодарность,3
спасибо любимый друг,Благодарность,3
справляться смочь осиливать,Благодарность,3
благодарность знать граница,Благодарность,3
очень обязанный,Благодарность,3
знать делать,Благодарность,3
спасибо сделать,Благодарность,3
большой чистый спасибо,Благодарность,3
хотеть искренне поблагодарить,Благодарность,3
невероятно ценить сделать,Благодарность,3
обязанный должный,Благодарность,3
делать ситуация,Благодарность,3
знать отблагодарить,Благодарность,3
тысяча слово « спасибо » хватить выражать насколько благодарный,Благодарность,3
признательный,Благодарность,3
✋,Приветствие,2
пропадать,Благодарность,3
мочь помогать,Благодарность,3
это забывать,Благодарность,3
благодарить судьба посылать замечательный человек,Благодарность,3
причитаться,Благодарность,3
благодарить забывать это,Благодарность,3
спасибо преогромный сомнение ваш поступок забывать,Благодарность,3
невозможно выражать слово благодарный …,Благодарность,3
очень признательный,Благодарность,3
вельми понеже премного благодарный древний русский,Благодарность,3
спасибо уважать поступок человек,Благодарность,3
помогать,Благодарность,3
ваш услуга участие неоценимый,Благодарность,3
огромный спасибо …,Благодарность,3
спасибо протягивать рука помощь,Благодарность,3
благодарить добросовестный отношение ко,Благодарность,3
благодарный,Благодарность,3
вовремя помогать помогать,Благодарность,3
спасибо ваш старание стремление,Благодарность,3
спасать бог господь,Благодарность,3
вовремя подвертываться посылать бог,Благодарность,3
премного благодарный,Благодарность,3
очень помогать,Благодарность,3
выражать слово весь,Благодарность,3
мочь передавать благодарность слово,Благодарность,3
ваш должник,Благодарность,3
выручать,Благодарность,3
очень везти обращаться,Благодарность,3
принимать искренний глубокий благодарность,Благодарность,3
искренне весь душа помнить день,Благодарность,3
благодарность предел,Благодарность,3
выражать свой признательность,Благодарность,3
большой спасибо,Благодарность,3
очень признательный,Благодарность,3
хватать слово выражать свой благодарность,Благодарность,3
забывать ваш участие,Благодарность,3
ваш помощь оказываться очень кстати,Благодарность,3
благодарный содеять,Благодарность,3
выражать слово благодарность,Благодарность,3
премного благодарный,Благодарность,3
человек,Благодарность,3
благодарить,Благодарность,3
сказать спасибо,Благодарность,3
спасибо сказать,Благодарность,3
спасибо,Благодарность,3
благо дарить,Благодарность,3
благо дарить,Благодарность,3
✋,Приветствие,2
✋,Приветствие,2
✋,Приветствие,2
✋,Приветствие,2
прифок,Приветствие,2
хай,Приветствие,2
приет,Приветствие,2
дратуть,Приветствие,2
скажи,Команда,1
хай,Приветствие,2
хай,Приветствие,2
хай,Приветствие,2
хай,Приветствие,2
хай,Приветствие,2
хай,Приветствие,2
приет,Приветствие,2
приветствие,Приветствие,2
🙋,Приветствие,2
привет,Приветствие,2
коллега добрый день,Приветствие,2
добрый вечер,Приветствие,2
добро пожаловать,Приветствие,2
слава ухань,Приветствие,2
дратуть,Приветствие,2
уйди,Команда,1
прифок,Приветствие,2
прифок,Приветствие,2
прифок,Приветствие,2
прифок,Приветствие,2
прифок,Приветствие,2
хай,Приветствие,2
приет,Приветствие,2
дратуть,Приветствие,2
прийди,Команда,1
привет,Приветствие,2
привет,Приветствие,2
привет,Приветствие,2
✋,Приветствие,2
прифок,Приветствие,2
хай,Приветствие,2
приет,Приветствие,2
дратуть,Приветствие,2
отойди,Команда,1
привет,Приветствие,2
привет,Приветствие,2
привет,Приветствие,2
привет,Приветствие,2
прифок,Приветствие,2
хай,Приветствие,2
приет,Приветствие,2
приет,Приветствие,2
приет,Приветствие,2
приет,Приветствие,2
приет,Приветствие,2
приет,Приветствие,2
✋,Приветствие,2
прифок,Приветствие,2
хай,Приветствие,2
приет,Приветствие,2
приет,Приветствие,2
приет,Приветствие,2
приет,Приветствие,2
приет,Приветствие,2
✋,Приветствие,2
✋,Приветствие,2
прифок,Приветствие,2
хай,Приветствие,2
приет,Приветствие,2
хай,Приветствие,2
приет,Приветствие,2
дратуть,Приветствие,2
стой,Команда,1
привет,Приветствие,2
иди,Команда,1
привет,Приветствие,2
привет,Приветствие,2
привет,Приветствие,2
✋,Приветствие,2
прифок,Приветствие,2
хай,Приветствие,2
приет,Приветствие,2
дратуть,Приветствие,2
накажи,Команда,1
привет,Приветствие,2
привет,Приветствие,2
привет,Приветствие,2
✋,Приветствие,2
прифок,Приветствие,2
хай,Приветствие,2
приет,Приветствие,2
приветствие,Приветствие,2
🙋,Приветствие,2
привет,Приветствие,2
коллега добрый день,Приветствие,2
добрый вечер,Приветствие,2
добро пожаловать,Приветствие,2
слава ухань,Приветствие,2
🙋 ‍ ♀ ️,Приветствие,2
🙋,Приветствие,2
👋 sticker,Приветствие,2
👋 sticker,Приветствие,2
👋 sticker,Приветствие,2
👋 sticker,Приветствие,2
👋 sticker,Приветствие,2
👋 sticker,Приветствие,2
привет весь,Приветствие,2
дратуть,Приветствие,2
давай,Команда,1
привет,Приветствие,2
привет,Приветствие,2
привет,Приветствие,2
✋,Приветствие,2
прифок,Приветствие,2
хай,Приветствие,2
приет,Приветствие,2
дратуть,Приветствие,2
выбирай,Команда,1
привет,Приветствие,2
привет,Приветствие,2
привет,Приветствие,2
✋,Приветствие,2
прифок,Приветствие,2
хай,Приветствие,2
приет,Приветствие,2
приветствие,Приветствие,2
🙋,Приветствие,2
привет,Приветствие,2
коллега добрый день,Приветствие,2
добрый вечер,Приветствие,2
добро пожаловать,Приветствие,2
слава ухань,Приветствие,2
дратуть,Приветствие,2
будь,Команда,1
привет,Приветствие,2
привет,Приветствие,2
привет,Приветствие,2
✋,Приветствие,2
прифок,Приветствие,2
хай,Приветствие,2
приет,Приветствие,2
дратуть,Приветствие,2
молчи,Команда,1
привет,Приветствие,2
привет,Приветствие,2
привет,Приветствие,2
✋,Приветствие,2
прифок,Приветствие,2
хай,Приветствие,2
приет,Приветствие,2
приветствие,Приветствие,2
🙋,Приветствие,2
привет,Приветствие,2
коллега добрый день,Приветствие,2
добрый вечер,Приветствие,2
добро пожаловать,Приветствие,2
слава ухань,Приветствие,2
🙋 ‍ ♀ ️,Приветствие,2
🙋,Приветствие,2
👋 sticker,Приветствие,2
👋 sticker,Приветствие,2
👋 sticker,Приветствие,2
👋 sticker,Приветствие,2
👋 sticker,Приветствие,2
👋 sticker,Приветствие,2
привет весь,Приветствие,2
дратуть,Приветствие,2
скажи,Команда,1
привет,Приветствие,2
привет,Приветствие,2
привет,Приветствие,2
✋,Приветствие,2
прифок,Приветствие,2
хай,Приветствие,2
приет,Приветствие,2
дратуть,Приветствие,2
говори,Команда,1
привет,Приветствие,2
привет,Приветствие,2
привет,Приветствие,2
✋,Приветствие,2
прифок,Приветствие,2
хай,Приветствие,2
приет,Приветствие,2
приветствие,Приветствие,2
🙋,Приветствие,2
привет,Приветствие,2
коллега добрый день,Приветствие,2
добрый вечер,Приветствие,2
добро пожаловать,Приветствие,2
слава ухань,Приветствие,2
дратуть,Приветствие,2
знай,Команда,1
привет,Приветствие,2
привет,Приветствие,2
привет,Приветствие,2
✋,Приветствие,2
прифок,Приветствие,2
хай,Приветствие,2
приет,Приветствие,2
дратуть,Приветствие,2
стань,Команда,1
хоти,Команда,1
имей,Команда,1
видь,Команда,1
✋,Приветствие,2
прифок,Приветствие,2
хай,Приветствие,2
приет,Приветствие,2
приветствие,Приветствие,2
🙋,Приветствие,2
привет,Приветствие,2
коллега добрый день,Приветствие,2
добрый вечер,Приветствие,2
добро пожаловать,Приветствие,2
слава ухань,Приветствие,2
🙋 ‍ ♀ ️,Приветствие,2
🙋,Приветствие,2
👋 sticker,Приветствие,2
👋 sticker,Приветствие,2
👋 sticker,Приветствие,2
👋 sticker,Приветствие,2
👋 sticker,Приветствие,2
👋 sticker,Приветствие,2
привет весь,Приветствие,2
привет,Приветствие,2
коллега добрый день,Приветствие,2
добрый вечер,Приветствие,2
добро пожаловать,Приветствие,2
слава ухань,Приветствие,2
дратуть,Приветствие,2
ведуй,Команда,1
дороу,Приветствие,2
прива,Приветствие,2
дороу,Приветствие,2
здравствовать,Приветствие,2
здравствовать,Приветствие,2
здравствовать,Приветствие,2
здравствовать,Приветствие,2
здравствовать,Приветствие,2
здравствовать,Приветствие,2
здравствовать,Приветствие,2
здравствовать,Приветствие,2
дороу,Приветствие,2
дороу,Приветствие,2
дороу,Приветствие,2
дороу,Приветствие,2
дороу,Приветствие,2
дороу,Приветствие,2
дороу,Приветствие,2
дороу,Приветствие,2
дороу,Приветствие,2
дороу,Приветствие,2
дороу,Приветствие,2
дороу,Приветствие,2
дороу,Приветствие,2
здар,Приветствие,2
здар,Приветствие,2
здар,Приветствие,2
здар,Приветствие,2
здар,Приветствие,2
здар,Приветствие,2
здар,Приветствие,2
здар,Приветствие,2
здар,Приветствие,2
здар,Приветствие,2
здар,Приветствие,2
добрый день,Приветствие,2
рота подъем,Приветствие,2
вставать,Приветствие,2
вечер хата,Приветствие,2
буэнос ночес,Приветствие,2
буэнос тардес,Приветствие,2
буэнос диас,Приветствие,2
хол,Приветствие,2
ола,Приветствие,2
бонжур,Приветствие,2
живи,Команда,1
хай хай,Приветствие,2
хай,Приветствие,2
кулити,Приветствие,2
дратуть,Приветствие,2
дароу,Приветствие,2
дар,Приветствие,2
дар,Приветствие,2
приветствовать,Приветствие,2
приветос,Приветствие,2
прифок,Приветствие,2
приведа,Приветствие,2
привет,Приветствие,2
хеллоу,Приветствие,2
салют,Приветствие,2
здаровка,Приветствие,2
здар,Приветствие,2
здрасте,Приветствие,2
здар,Приветствие,2
здравие,Приветствие,2
здравствовать,Приветствие,2
здраствовать,Приветствие,2
день добрый,Приветствие,2
утречко добрый,Приветствие,2
утро добрый,Приветствие,2
добрый вечер,Приветствие,2
добрый утро,Приветствие,2
приветик,Приветствие,2
приветуля,Приветствие,2
приветик пистолетик,Приветствие,2
приветик пистолетик,Приветствие,2
привет погода сегодня норма,Приветствие,2
сделай,Команда,1
распознай,Команда,1
скажи,Команда,1
уйди,Команда,1
прийди,Команда,1
отойди,Команда,1
стой,Команда,1
иди,Команда,1
накажи,Команда,1
давай,Команда,1
выбирай,Команда,1
будь,Команда,1
молчи,Команда,1
скажи,Команда,1
говори,Команда,1
знай,Команда,1
стань,Команда,1
хоти,Команда,1
имей,Команда,1
видь,Команда,1
ведуй,Команда,1
живи,Команда,1
делай,Команда,1
работай,Команда,1
понимай,Команда,1
пойди,Команда,1
дай,Команда,1
спроси,Команда,1
получи,Команда,1
сиди,Команда,1
окажись,Команда,1
откажись,Команда,1
возьми,Команда,1
найди,Команда,1
стой,Команда,1
реши,Команда,1
прийми,Команда,1
читай,Команда,1
бывай,Команда,1
веди,Команда,1
хоти,Команда,1
весь,Команда,1
покажи,Команда,1
поставь,Команда,1
назови,Команда,1
требуй,Команда,1
сядь,Команда,1
установи,Команда,1
подними,Команда,1
умей,Команда,1
веди,Команда,1
встань,Команда,1
проводи,Команда,1
брось,Команда,1
объясни,Команда,1
убей,Команда,1
умри,Команда,1
выгляди,Команда,1
попроси,Команда,1
служи,Команда,1
состой,Команда,1
знач,Команда,1
схвати,Команда,1
позвони,Команда,1
имей,Команда,1
стремись,Команда,1
удивись,Команда,1
виси,Команда,1
оставь,Команда,1
сыграй,Команда,1
поддержи,Команда,1
следи,Команда,1
включи,Команда,1
меняй,Команда,1
включи,Команда,1
теряй,Команда,1
повернись,Команда,1
поворотись,Команда,1
возьмись,Команда,1
прочти,Команда,1
тяни,Команда,1
введи,Команда,1
напомни,Команда,1
докажи,Команда,1
приготовьте,Команда,1
запекайте,Команда,1
возьмите,Команда,1
взбейте,Команда,1
добавьте,Команда,1
почистите,Команда,1
перемешайте,Команда,1
залейте,Команда,1
реши,Команда,1
фас,Команда,1
встать,Команда,1
сесть,Команда,1
разойтись,Команда,1
построиться,Команда,1
нарисуй,Команда,1
покрасить!,Команда,1
сделать!,Команда,1
распознать!,Команда,1
сказать!,Команда,1
уйти!,Команда,1
прийти!,Команда,1
отойти!,Команда,1
стоять!,Команда,1
идти!,Команда,1
назать!,Команда,1
давать!,Команда,1
выбирать!,Команда,1
быть!,Команда,1
молчать!,Команда,1
сказать!,Команда,1
говорить,Команда,1
знать!,Команда,1
стоять!,Команда,1
хотеть!,Команда,1
иметь!,Команда,1
видь!,Команда,1
ведуй,Команда,1
живи,Команда,1
делай,Команда,1
работай,Команда,1
понимай,Команда,1
пойди,Команда,1
дай,Команда,1
спроси,Команда,1
получи,Команда,1
сиди,Команда,1
окажись,Команда,1
откажись,Команда,1
возьми,Команда,1
найди,Команда,1
стой,Команда,1
реши,Команда,1
прийми,Команда,1
читай,Команда,1
бывай,Команда,1
веди,Команда,1
хоти,Команда,1
весь,Команда,1
покажи,Команда,1
поставь,Команда,1
назови,Команда,1
требуй,Команда,1
сядь,Команда,1
установи,Команда,1
подними,Команда,1
умей,Команда,1
веди,Команда,1
встань,Команда,1
проводи,Команда,1
брось,Команда,1
объясни,Команда,1
убей,Команда,1
умри,Команда,1
выгляди,Команда,1
попроси,Команда,1
служи,Команда,1
состой,Команда,1
знач,Команда,1
схвати,Команда,1
позвони,Команда,1
имей,Команда,1
стремись,Команда,1
удивись,Команда,1
виси,Команда,1
оставь,Команда,1
сыграй,Команда,1
поддержи,Команда,1
следи,Команда,1
включи,Команда,1
меняй,Команда,1
включи,Команда,1
теряй,Команда,1
повернись,Команда,1
поворотись,Команда,1
возьмись,Команда,1
прочти,Команда,1
тяни,Команда,1
введи,Команда,1
напомни,Команда,1
докажи,Команда,1
приготовьте,Команда,1
запекайте,Команда,1
возьмите,Команда,1
взбейте,Команда,1
добавьте,Команда,1
почистите,Команда,1
перемешайте,Команда,1
залейте,Команда,1
реши,Команда,1
фас,Команда,1
встать,Команда,1
сесть,Команда,1
разойтись,Команда,1
построиться,Команда,1
нари­суй,Команда,1
покрась,Команда,1
скажи,Команда,1
говори,Команда,1
говорить!,Команда,1
сказать!,Команда,1
сделай,Команда,1
распознай,Команда,1
скажи,Команда,1
уйди,Команда,1
прийди,Команда,1
отойди,Команда,1
стой,Команда,1
иди,Команда,1
накажи,Команда,1
давай,Команда,1
выбирай,Команда,1
будь,Команда,1
молчи,Команда,1
скажи,Команда,1
говори,Команда,1
знай,Команда,1
стань,Команда,1
хоти,Команда,1
имей,Команда,1
видь,Команда,1
ведуй,Команда,1
живи,Команда,1
делай,Команда,1
работай,Команда,1
понимай,Команда,1
пойди,Команда,1
дай,Команда,1
спроси,Команда,1
получи,Команда,1
сиди,Команда,1
окажись,Команда,1
откажись,Команда,1
возьми,Команда,1
найди,Команда,1
стой,Команда,1
реши,Команда,1
прийми,Команда,1
читай,Команда,1
бывай,Команда,1
веди,Команда,1
хоти,Команда,1
весь,Команда,1
покажи,Команда,1
поставь,Команда,1
назови,Команда,1
требуй,Команда,1
сядь,Команда,1
установи,Команда,1
подними,Команда,1
умей,Команда,1
веди,Команда,1
встань,Команда,1
проводи,Команда,1
брось,Команда,1
объясни,Команда,1
убей,Команда,1
умри,Команда,1
выгляди,Команда,1
попроси,Команда,1
служи,Команда,1
состой,Команда,1
знач,Команда,1
схвати,Команда,1
позвони,Команда,1
имей,Команда,1
стремись,Команда,1
удивись,Команда,1
виси,Команда,1
оставь,Команда,1
сыграй,Команда,1
поддержи,Команда,1
следи,Команда,1
включи,Команда,1
меняй,Команда,1
включи,Команда,1
теряй,Команда,1
повернись,Команда,1
поворотись,Команда,1
возьмись,Команда,1
прочти,Команда,1
тяни,Команда,1
введи,Команда,1
напомни,Команда,1
докажи,Команда,1
приготовьте,Команда,1
запекайте,Команда,1
возьмите,Команда,1
взбейте,Команда,1
добавьте,Команда,1
почистите,Команда,1
перемешайте,Команда,1
залейте,Команда,1
реши,Команда,1
фас,Команда,1
встать,Команда,1
сесть,Команда,1
разойтись,Команда,1
построиться,Команда,1
нарисуй,Команда,1
покрасить!,Команда,1
сделать!,Команда,1
распознать!,Команда,1
сказать!,Команда,1
уйти!,Команда,1
прийти!,Команда,1
отойти!,Команда,1
стоять!,Команда,1
идти!,Команда,1
назать!,Команда,1
давать!,Команда,1
выбирать!,Команда,1
быть!,Команда,1
молчать!,Команда,1
сказать!,Команда,1
говорить,Команда,1
знать!,Команда,1
стоять!,Команда,1
хотеть!,Команда,1
иметь!,Команда,1
видь!,Команда,1
ведуй,Команда,1
живи,Команда,1
делай,Команда,1
работай,Команда,1
понимай,Команда,1
пойди,Команда,1
дай,Команда,1
спроси,Команда,1
получи,Команда,1
сиди,Команда,1
окажись,Команда,1
откажись,Команда,1
возьми,Команда,1
найди,Команда,1
стой,Команда,1
реши,Команда,1
прийми,Команда,1
читай,Команда,1
бывай,Команда,1
веди,Команда,1
хоти,Команда,1
весь,Команда,1
покажи,Команда,1
поставь,Команда,1
назови,Команда,1
требуй,Команда,1
сядь,Команда,1
установи,Команда,1
подними,Команда,1
умей,Команда,1
веди,Команда,1
встань,Команда,1
проводи,Команда,1
брось,Команда,1
объясни,Команда,1
убей,Команда,1
умри,Команда,1
выгляди,Команда,1
попроси,Команда,1
служи,Команда,1
состой,Команда,1
знач,Команда,1
схвати,Команда,1
позвони,Команда,1
имей,Команда,1
стремись,Команда,1
удивись,Команда,1
виси,Команда,1
оставь,Команда,1
сыграй,Команда,1
поддержи,Команда,1
следи,Команда,1
включи,Команда,1
меняй,Команда,1
включи,Команда,1
теряй,Команда,1
повернись,Команда,1
поворотись,Команда,1
возьмись,Команда,1
прочти,Команда,1
тяни,Команда,1
введи,Команда,1
напомни,Команда,1
докажи,Команда,1
приготовьте,Команда,1
запекайте,Команда,1
возьмите,Команда,1
взбейте,Команда,1
добавьте,Команда,1
почистите,Команда,1
перемешайте,Команда,1
залейте,Команда,1
реши,Команда,1
фас,Команда,1
встать,Команда,1
сесть,Команда,1
разойтись,Команда,1
построиться,Команда,1
нари­суй,Команда,1
покрась,Команда,1
миса реши,Команда,1
миса стань,Команда,1
миса фас,Команда,1
миса разойдись,Команда,1
миса сядь,Команда,1
миса уйди,Команда,1
миса распознай,Команда,1
миса увеличь,Команда,1
миса уменьши,Команда,1
миса установи,Команда,1
миса выключи,Команда,1
миса включи,Команда,1
миса включи,Команда,1
миса включи,Команда,1
миса включи музыку.,Команда,1
миса включи что-нибудь.,Команда,1
миса выключи музыку.,Команда,1
включить музыку из google music,Команда,1
миса включи песню «впусти музыку».,Команда,1
миса включи песню «моряк».,Команда,1
включить песню по названию,Команда,1
миса включи последний альбом би-2.,Команда,1
миса включи альбом «meteora» linkin park.,Команда,1
включить альбом,Команда,1
миса следующий трек.,Команда,1
миса предыдущий трек.,Команда,1
миса 15 умножить на 16.,Команда,1
миса 420 разделить на 15.,Команда,1
миса расписание кинотеатров на завтра.,Команда,1
миса включи телевизор.,Команда,1
миса выключи телевизор.,Команда,1
миса пауза.,Команда,1
миса возобнови.,Команда,1
миса дальше.,Команда,1
миса предыдущее видео.,Команда,1
миса сделай громче.,Команда,1
миса сделай тише.,Команда,1
миса включи ютуб.,Команда,1
миса включи трейлер веном на телевизоре.,Команда,1
миса включи весёлое видео.,Команда,1
миса покажи клип linkin park.,Команда,1
миса включи новости.,Команда,1
миса расскажи новости.,Команда,1
миса новости спорта.,Команда,1
миса новости политики.,Команда,1
реши,Команда,1
стань,Команда,1
фас,Команда,1
разойдись,Команда,1
сядь,Команда,1
уйди,Команда,1
распознай,Команда,1
увеличь,Команда,1
уменьши,Команда,1
установи,Команда,1
выключи,Команда,1
включи,Команда,1
включи,Команда,1
включи,Команда,1
включи музыку.,Команда,1
включи что-нибудь.,Команда,1
выключи музыку.,Команда,1
включить музыку из google music,Команда,1
включи песню «впусти музыку».,Команда,1
включи песню «моряк».,Команда,1
включить песню по названию,Команда,1
включи последний альбом би-2.,Команда,1
включи альбом «meteora» linkin park.,Команда,1
включить альбом,Команда,1
следующий трек.,Команда,1
предыдущий трек.,Команда,1
"15 умножить на 16.",Команда,1
"420 разделить на 15.",Команда,1
расписание кинотеатров на завтра.,Команда,1
включи телевизор.,Команда,1
выключи телевизор.,Команда,1
пауза.,Команда,1
возобнови.,Команда,1
дальше.,Команда,1
предыдущее видео.,Команда,1
сделай громче.,Команда,1
сделай тише.,Команда,1
включи ютуб.,Команда,1
включи трейлер веном на телевизоре.,Команда,1
включи весёлое видео.,Команда,1
покажи клип linkin park.,Команда,1
включи новости.,Команда,1
расскажи новости.,Команда,1
новости спорта.,Команда,1
новости политики.,Команда,1
сделай,Команда,1
распознай,Команда,1
скажи,Команда,1
уйди,Команда,1
прийди,Команда,1
отойди,Команда,1
стой,Команда,1
иди,Команда,1
накажи,Команда,1
давай,Команда,1
выбирай,Команда,1
будь,Команда,1
молчи,Команда,1
скажи,Команда,1
говори,Команда,1
знай,Команда,1
стань,Команда,1
хоти,Команда,1
имей,Команда,1
видь,Команда,1
ведуй,Команда,1
живи,Команда,1
делай,Команда,1
работай,Команда,1
понимай,Команда,1
пойди,Команда,1
дай,Команда,1
спроси,Команда,1
получи,Команда,1
сиди,Команда,1
окажись,Команда,1
откажись,Команда,1
возьми,Команда,1
найди,Команда,1
стой,Команда,1
реши,Команда,1
прийми,Команда,1
читай,Команда,1
бывай,Команда,1
веди,Команда,1
хоти,Команда,1
весь,Команда,1
покажи,Команда,1
поставь,Команда,1
назови,Команда,1
требуй,Команда,1
сядь,Команда,1
установи,Команда,1
подними,Команда,1
умей,Команда,1
веди,Команда,1
встань,Команда,1
проводи,Команда,1
брось,Команда,1
объясни,Команда,1
убей,Команда,1
умри,Команда,1
выгляди,Команда,1
попроси,Команда,1
служи,Команда,1
состой,Команда,1
знач,Команда,1
схвати,Команда,1
позвони,Команда,1
имей,Команда,1
стремись,Команда,1
удивись,Команда,1
виси,Команда,1
оставь,Команда,1
сыграй,Команда,1
поддержи,Команда,1
следи,Команда,1
включи,Команда,1
меняй,Команда,1
включи,Команда,1
теряй,Команда,1
повернись,Команда,1
поворотись,Команда,1
возьмись,Команда,1
прочти,Команда,1
тяни,Команда,1
введи,Команда,1
напомни,Команда,1
докажи,Команда,1
приготовьте,Команда,1
запекайте,Команда,1
возьмите,Команда,1
взбейте,Команда,1
добавьте,Команда,1
почистите,Команда,1
перемешайте,Команда,1
залейте,Команда,1
реши,Команда,1
фас,Команда,1
встать,Команда,1
сесть,Команда,1
разойтись,Команда,1
построиться,Команда,1
нарисуй,Команда,1
покрасить!,Команда,1
сделать!,Команда,1
распознать!,Команда,1
сказать!,Команда,1
уйти!,Команда,1
прийти!,Команда,1
отойти!,Команда,1
стоять!,Команда,1
идти!,Команда,1
назать!,Команда,1
давать!,Команда,1
выбирать!,Команда,1
быть!,Команда,1
молчать!,Команда,1
сказать!,Команда,1
говорить,Команда,1
знать!,Команда,1
